student_id,cumulative_gpa,prereq_gpa,gpa_trend,credits_completed,avg_study_hours_weekly,lms_logins_per_week,assignment_submission_timing,forum_participation_count,video_lecture_completion_rate,study_session_regularity,co_curricular_hours_weekly,grit_proxy_score,final_outcome
S2530,2.27,3.77,0.009,23,17.5,3,On-Time,15,0.79,5.4,10.6,0.66,Pass
S9961,2.46,3.45,0.121,59,14.1,14,Early,6,0.57,2.9,0.1,0.13,Fail
S5922,3.43,3.51,0.082,86,8.6,4,Early,3,0.95,4.9,9.2,0.78,Fail
S7420,2.56,3.45,-0.150,41,11.5,15,Late,0,0.03,4.5,11.6,0.51,Pass
S3065,2.32,3.35,0.134,38,14.1,6,Late,18,0.32,5.4,5.2,0.18,Pass
S1862,2.68,3.34,0.042,67,10.0,14,On-Time,16,0.64,1.0,2.4,0.12,Fail
S2727,2.47,2.39,-0.133,57,7.5,7,On-Time,9,0.43,1.5,13.1,0.92,At-Risk
S1444,3.75,3.21,0.133,51,22.9,5,On-Time,13,0.85,5.6,8.2,0.30,Pass
S1030,3.86,3.14,0.161,20,12.2,14,Late,6,0.12,2.6,2.2,0.07,Pass
S2733,2.44,1.67,-0.130,79,23.9,5,On-Time,17,0.13,5.6,10.2,0.22,Pass
S2120,3.08,3.14,-0.134,39,18.3,5,Late,12,0.28,2.3,10.8,0.88,Pass
S7996,3.62,1.56,0.153,66,6.3,7,Late,5,0.90,4.9,6.9,0.63,Pass
S5088,2.11,2.31,-0.103,70,24.7,7,Early,19,0.90,3.4,9.4,0.21,Fail
S8754,3.31,3.88,-0.015,56,8.1,8,Late,9,0.53,2.0,13.3,0.96,At-Risk
S2145,3.54,3.35,-0.174,74,6.9,4,On-Time,7,0.21,4.3,7.1,0.20,Fail
S7575,2.17,2.24,-0.092,36,21.1,15,Late,15,0.83,5.1,4.7,0.59,Pass
S6040,2.23,2.85,0.178,105,8.3,13,On-Time,13,0.23,2.0,11.8,0.16,Pass
S6122,3.47,2.99,-0.047,80,6.3,8,On-Time,19,0.52,2.5,13.8,0.40,Pass
S7736,3.57,2.88,0.024,100,18.4,15,Late,0,0.48,5.9,9.9,0.79,Pass
S4450,3.55,3.43,0.078,108,13.0,13,Early,11,0.23,4.9,7.1,0.57,At-Risk
S8329,2.23,3.37,-0.127,18,14.0,15,On-Time,12,0.98,2.8,8.5,0.58,At-Risk
S2550,2.79,3.25,-0.083,87,23.8,3,On-Time,2,0.49,3.7,4.1,0.61,Pass
S8221,3.29,2.52,-0.130,110,7.0,3,On-Time,17,0.46,4.0,7.7,0.47,Fail
S4152,3.08,3.96,-0.178,49,24.3,14,On-Time,19,0.16,5.9,6.1,0.70,Pass
S7539,2.06,2.84,0.083,48,16.5,6,Late,12,0.87,2.6,5.4,0.80,Pass
S4766,3.79,1.51,0.005,31,17.6,5,Late,2,0.02,4.4,3.5,0.19,Pass
S8814,2.22,2.83,0.103,97,5.9,15,On-Time,14,0.09,2.3,6.9,0.44,Fail
S8981,2.22,2.06,0.184,38,24.0,8,Early,12,0.62,5.6,1.9,0.41,Fail
S3894,2.58,1.81,-0.063,89,24.9,11,Early,15,0.94,3.2,7.6,0.27,Fail
S5013,2.63,3.35,0.124,38,5.9,10,Early,10,0.41,2.5,6.7,0.73,Pass
S8123,2.28,2.82,0.197,112,17.2,13,On-Time,7,0.38,2.9,9.6,0.79,Pass
S4501,3.61,1.66,-0.114,83,17.4,3,On-Time,1,0.07,4.6,11.4,0.85,Pass
S6758,2.54,3.70,-0.001,67,12.2,14,Late,0,0.04,4.2,12.2,0.09,Pass
S3551,2.13,1.94,0.163,38,18.8,6,Late,5,0.15,3.3,5.4,0.35,Pass
S2645,2.82,3.73,0.153,98,22.4,14,Late,2,0.93,4.4,5.9,1.00,Fail
S9040,2.00,3.57,-0.067,74,16.6,10,Early,5,0.91,4.3,14.7,0.47,Pass
S3137,3.60,3.51,0.061,92,5.5,5,Late,10,0.39,5.2,0.5,0.50,At-Risk
S4155,2.80,1.71,0.192,27,7.9,15,On-Time,12,0.44,1.2,11.6,0.19,Fail
S9269,3.57,2.79,-0.094,56,11.8,5,On-Time,8,0.40,4.3,11.4,0.44,At-Risk
S6194,3.36,1.79,-0.190,49,10.3,4,On-Time,2,0.01,4.4,8.4,0.48,Pass
S7177,3.34,1.61,0.149,92,16.1,10,Early,2,0.99,3.3,5.5,0.39,Pass
S9614,3.75,2.13,-0.137,18,16.3,11,Early,9,0.69,2.6,4.5,0.89,Pass
S6773,3.69,1.94,-0.078,91,14.9,13,Early,2,0.04,1.4,14.9,0.87,Fail
S3325,3.76,2.21,0.085,34,13.5,15,Early,15,0.19,4.9,12.5,0.34,Pass
S1665,2.23,2.48,-0.081,75,9.0,11,Late,1,0.21,5.8,14.8,0.77,At-Risk
S8236,3.80,3.98,-0.192,91,8.6,6,Late,14,0.99,3.6,13.2,0.13,At-Risk
S3327,2.71,1.60,0.196,48,10.1,7,Late,0,0.19,3.1,0.5,0.96,Pass
S9058,2.45,3.90,-0.194,97,17.9,12,On-Time,7,0.70,4.4,3.5,0.28,Pass
S5527,2.65,3.42,0.058,78,13.5,10,On-Time,7,0.21,2.4,7.4,0.30,Fail
S5342,2.39,3.05,-0.160,23,21.1,13,Early,1,0.66,2.0,4.3,0.08,Pass
S4991,3.61,1.93,0.057,90,15.1,13,Late,12,0.75,3.5,0.5,0.74,Fail
S1785,2.85,2.84,-0.098,82,21.8,7,Early,9,0.79,2.1,11.3,0.82,At-Risk
S6332,3.89,3.36,0.084,112,13.2,6,On-Time,2,0.51,3.1,6.9,0.79,At-Risk
S9769,2.63,3.94,-0.044,83,11.6,4,Early,4,0.71,5.1,9.5,0.93,Pass
S2216,3.76,1.55,-0.036,117,16.4,11,On-Time,5,0.70,5.3,12.7,0.15,Pass
S6165,3.51,3.19,0.184,86,20.1,3,Late,9,0.11,5.4,7.1,0.22,Pass
S9788,3.15,1.57,0.148,111,15.2,6,On-Time,8,0.45,5.3,13.5,0.68,At-Risk
S2371,2.28,3.78,0.131,24,9.5,6,Early,13,0.35,2.2,12.5,0.42,Pass
S1342,3.91,3.82,0.108,30,19.7,9,On-Time,18,0.60,2.5,8.1,0.52,Fail
S7620,3.16,3.48,-0.056,89,14.2,3,On-Time,1,0.30,2.2,0.7,0.00,Pass
S8244,2.51,3.92,0.031,91,21.2,11,Late,9,0.68,1.5,11.8,0.55,Pass
S3516,2.77,3.49,0.123,92,5.6,4,Late,18,0.50,2.1,2.3,0.25,Pass
S2103,3.26,3.06,-0.190,104,19.9,11,Late,10,0.10,3.1,13.0,0.05,At-Risk
S1839,3.65,2.95,0.156,113,21.9,5,On-Time,1,0.45,3.9,3.1,0.48,Pass
S3191,2.00,1.63,0.144,94,16.7,6,Late,5,0.70,2.0,8.2,0.63,At-Risk
S5588,2.17,1.54,0.071,19,22.6,13,Late,3,0.28,5.4,10.2,0.67,Pass
S2119,2.38,3.34,0.123,85,10.7,9,Early,10,0.42,1.2,11.8,0.37,At-Risk
S8278,3.04,2.74,0.073,61,7.9,6,Early,10,0.58,2.4,4.0,0.21,At-Risk
S9757,2.53,2.54,0.131,33,21.2,10,On-Time,3,0.33,1.9,8.5,0.28,At-Risk
S4488,2.22,2.68,-0.106,25,24.3,5,On-Time,14,0.51,2.3,12.3,0.95,Pass
S1405,2.28,2.17,0.032,91,15.0,5,On-Time,8,0.84,5.0,14.8,0.96,Fail
S2656,2.49,2.14,-0.168,91,13.3,12,On-Time,6,0.18,3.0,9.2,0.52,Fail
S7215,2.90,2.31,-0.133,61,18.4,9,Late,2,0.21,3.9,9.9,0.51,Pass
S4130,3.31,1.68,-0.104,32,6.5,9,On-Time,12,0.23,4.8,12.3,0.86,At-Risk
S6865,3.34,1.84,-0.149,31,14.7,15,On-Time,4,0.25,3.7,4.7,0.71,At-Risk
S2460,3.36,2.37,-0.150,29,5.5,13,Late,18,0.70,1.6,3.4,0.01,Pass
S6477,2.86,3.24,0.059,93,6.1,3,Late,10,0.32,1.0,9.4,0.46,At-Risk
S2946,3.48,2.14,0.157,25,6.3,10,Early,19,0.15,4.6,3.7,0.18,Fail
S9792,2.36,3.06,-0.173,79,20.9,9,Early,17,0.59,5.7,5.4,0.41,Fail
S8440,2.14,2.80,-0.176,62,9.0,7,Late,10,0.02,2.1,2.1,0.03,Pass
S9593,2.03,2.94,0.043,73,6.0,6,Late,8,0.48,3.6,10.5,0.92,Pass
S7384,3.43,2.66,-0.058,114,12.5,12,Early,8,0.22,5.1,7.5,0.23,Pass
S8372,3.57,3.80,-0.061,94,23.7,14,Early,19,0.40,5.4,13.4,0.22,Pass
S9113,3.49,2.24,0.134,49,14.3,8,On-Time,14,0.00,4.5,14.7,0.23,Pass
S5257,2.95,3.15,-0.012,26,14.0,7,On-Time,2,0.79,2.1,1.0,0.82,Pass
S9404,3.52,3.16,-0.104,50,15.3,12,Late,0,0.07,4.3,4.5,0.33,Pass
S3181,3.57,3.01,0.096,95,22.1,13,Early,0,0.29,1.3,5.9,0.20,Pass
S3264,3.22,2.63,0.042,99,9.0,5,On-Time,2,0.94,1.6,6.9,0.98,Pass
S9303,2.06,3.46,-0.106,111,10.0,13,Late,16,0.24,4.8,5.7,0.72,Pass
S8985,2.77,3.58,-0.154,25,16.7,3,Early,3,0.54,2.1,3.2,0.31,Fail
S1684,2.39,1.84,-0.063,103,14.3,15,Late,1,0.44,2.9,8.1,0.81,Pass
S4439,3.30,2.85,-0.112,100,6.8,6,On-Time,12,0.09,2.3,12.7,0.94,Pass
S6205,2.71,2.55,0.192,38,8.0,4,Early,16,0.11,4.6,3.4,0.34,Pass
S9621,3.85,2.64,0.198,85,20.0,8,On-Time,13,0.17,2.9,1.7,0.02,At-Risk
S4740,2.46,2.45,-0.165,88,7.7,12,Early,4,0.12,3.9,11.0,0.38,Pass
S9452,2.85,2.44,0.097,87,18.3,9,On-Time,19,0.15,3.4,7.6,0.54,Pass
S7577,2.17,1.95,-0.056,77,5.9,14,On-Time,5,0.51,2.5,10.0,0.02,Pass
S4822,2.08,1.64,0.142,80,20.3,5,On-Time,14,0.71,2.9,10.7,0.85,Pass
S2094,3.61,1.69,-0.108,20,8.4,12,On-Time,1,0.17,4.1,8.3,0.64,Fail
S2885,3.15,2.83,0.172,82,20.4,13,On-Time,9,0.78,2.5,5.6,0.47,Fail
S2675,2.58,2.31,-0.157,46,16.0,3,On-Time,13,0.89,4.2,10.4,0.26,Pass
S9611,2.46,3.12,-0.152,35,14.0,8,Early,17,0.61,3.0,0.8,0.16,Pass
S3886,2.08,2.42,0.143,32,12.0,5,Late,3,0.52,2.1,4.3,0.23,At-Risk
S6580,2.65,3.65,0.100,43,6.8,12,Early,3,0.11,5.4,7.0,0.18,At-Risk
S7895,2.04,2.12,0.016,112,14.3,8,Late,1,0.52,3.2,11.6,0.17,Pass
S2030,2.61,2.19,-0.132,93,9.4,8,Late,3,0.51,5.9,14.9,0.86,Fail
S9145,3.53,2.20,-0.046,45,12.8,7,On-Time,13,0.66,3.1,6.6,0.15,Pass
S3150,3.92,3.92,0.147,23,17.5,11,Early,10,0.18,3.6,5.6,0.39,At-Risk
S8274,3.50,3.96,-0.184,96,11.2,5,Early,19,0.00,2.9,4.6,0.04,Pass
S8634,3.83,2.75,0.133,43,16.1,4,Late,17,0.77,3.7,11.0,0.87,Pass
S1289,3.99,2.09,-0.180,35,14.4,5,Early,13,0.16,5.7,3.1,0.30,At-Risk
S3471,2.73,3.33,-0.138,117,9.4,10,Late,17,0.54,1.9,11.6,0.59,Pass
S6988,3.85,3.28,0.033,64,20.8,10,On-Time,11,0.77,4.3,2.4,0.78,Fail
S9996,2.08,3.71,0.158,114,15.3,14,Late,17,0.96,5.6,4.4,0.61,Fail
S6629,2.94,2.86,-0.030,86,19.3,15,On-Time,17,0.20,5.2,14.8,0.98,Fail
S6185,2.97,3.49,-0.125,89,5.6,10,On-Time,1,0.63,5.7,13.7,0.53,Fail
S2855,2.88,2.13,-0.116,52,11.5,14,Early,6,0.57,3.7,2.3,0.43,Pass
S8203,2.97,2.80,0.039,69,9.9,13,Early,3,0.33,5.1,0.5,0.54,Fail
S8866,2.24,3.76,0.163,18,19.1,5,On-Time,18,0.99,5.6,13.4,0.38,Pass
S2200,3.70,1.67,0.095,63,5.9,5,Late,15,0.40,3.5,1.7,0.73,Fail
S3835,2.29,2.90,0.020,20,15.8,12,On-Time,9,0.00,4.7,8.3,0.70,At-Risk
S4358,2.75,2.77,-0.150,114,14.1,5,Early,8,0.35,2.8,1.8,0.61,Pass
S7590,3.17,3.78,-0.111,78,24.6,3,Early,0,0.36,2.2,3.4,0.07,Pass
S6188,2.16,2.05,-0.085,46,16.9,14,On-Time,18,0.71,4.7,4.3,0.96,Pass
S4526,2.67,2.08,-0.080,118,20.1,12,On-Time,11,0.97,1.2,8.7,0.41,At-Risk
S3079,3.36,2.68,-0.150,96,24.0,6,Early,9,0.18,3.7,1.0,0.81,At-Risk
S4784,3.39,2.85,0.171,36,15.5,13,Late,6,0.18,4.1,15.0,0.52,Fail
S7090,2.70,1.98,0.008,84,21.5,13,Late,10,0.91,1.9,6.2,0.78,Pass
S8668,2.52,1.54,0.099,96,15.0,11,Early,15,0.22,4.5,13.7,0.03,Fail
S8001,3.36,1.60,-0.122,91,7.0,6,On-Time,14,0.19,4.7,3.2,0.62,At-Risk
S9320,2.00,3.18,0.160,88,10.6,6,Early,10,0.94,1.8,6.4,0.58,Pass
S8609,3.86,3.22,0.129,109,9.1,14,Early,18,0.27,3.2,0.9,0.00,At-Risk
S6641,3.28,2.21,-0.102,105,25.0,7,On-Time,14,0.82,1.0,2.6,0.19,Pass
S8274,3.00,2.42,-0.046,30,12.2,8,Early,15,0.47,2.3,3.2,0.56,Pass
S5462,2.49,2.90,0.142,63,17.8,13,Early,8,0.18,4.6,6.4,0.00,Fail
S6716,3.33,3.19,0.114,91,5.9,14,Early,5,0.54,5.2,12.9,0.21,Pass
S6967,2.24,2.90,0.094,112,18.8,4,Late,13,0.67,4.8,6.7,0.14,Fail
S1063,3.15,3.04,0.079,70,20.1,4,Early,16,0.28,4.6,8.5,0.66,At-Risk
S2363,3.76,2.42,0.131,106,24.1,12,Late,4,0.01,3.2,1.8,0.92,Pass
S3147,2.95,3.73,0.078,98,24.5,6,Early,4,0.39,4.8,0.6,0.24,Fail
S4806,3.65,1.52,-0.109,60,19.1,15,On-Time,3,0.99,5.1,11.6,0.27,Pass
S5049,2.37,2.67,0.037,120,13.0,9,Early,5,0.60,4.7,1.4,0.94,Fail
S2568,3.10,3.08,0.074,101,5.4,7,Late,3,0.65,1.9,4.9,0.37,At-Risk
S9902,3.71,2.36,-0.178,23,14.1,5,Early,5,0.99,2.6,13.4,0.70,At-Risk
S4462,3.62,3.82,-0.072,24,12.8,7,Early,11,0.84,3.4,9.5,0.62,Pass
S1930,3.86,3.05,-0.011,102,24.7,3,Early,2,0.63,2.1,6.5,0.97,Pass
S6512,3.23,3.49,0.050,38,16.8,11,Early,1,0.88,1.7,1.2,0.77,At-Risk
S8750,2.78,3.48,-0.177,70,10.5,13,Early,5,0.42,4.4,4.3,0.48,Fail
S5877,3.20,2.16,0.073,57,20.7,12,Late,9,0.60,1.6,7.0,0.38,Pass
S3917,2.48,2.22,-0.117,113,10.3,15,On-Time,9,0.24,1.2,8.6,0.32,Pass
S8020,3.27,3.19,0.067,71,22.5,12,On-Time,14,0.55,2.1,1.5,0.43,Pass
S9723,2.46,2.18,-0.156,57,6.0,12,Early,1,0.24,4.6,2.8,0.22,At-Risk
S9134,3.34,1.75,0.026,25,7.6,13,Early,4,0.48,4.0,2.6,0.34,Pass
S4239,3.73,3.23,0.044,52,16.8,11,Late,3,0.52,3.1,4.6,0.08,Pass
S7809,3.73,3.99,-0.135,33,5.7,9,Early,7,0.09,4.0,5.0,0.05,Pass
S1619,3.23,2.95,-0.075,110,19.5,11,Late,15,0.94,3.2,1.7,0.82,At-Risk
S9958,3.88,1.89,-0.083,91,12.7,6,Late,8,0.02,5.0,8.9,0.48,At-Risk
S8639,2.80,2.96,0.180,99,12.6,8,On-Time,2,0.27,3.3,11.6,0.35,Pass
S8986,3.55,3.65,-0.082,28,18.5,10,Late,8,0.04,2.3,6.1,0.22,Pass
S1502,2.70,3.46,0.191,78,6.5,13,On-Time,8,0.49,3.1,10.2,0.95,At-Risk
S4213,2.58,2.25,0.109,18,18.8,4,Late,10,0.59,1.6,0.6,0.40,Pass
S3877,3.51,3.30,-0.021,24,17.7,13,Early,17,0.48,4.5,13.9,0.75,At-Risk
S3547,3.06,2.16,0.027,52,12.3,14,On-Time,13,0.47,3.0,2.5,0.92,Pass
S5202,2.66,3.27,-0.155,116,9.0,7,Late,11,0.80,3.4,1.0,0.56,At-Risk
S1405,2.10,1.60,0.196,76,23.1,7,On-Time,3,0.87,6.0,11.3,0.83,At-Risk
S7227,3.34,2.44,0.112,89,13.7,15,On-Time,3,0.85,3.7,1.0,0.92,Fail
S3883,3.01,3.00,-0.074,52,7.5,13,On-Time,18,0.57,1.1,2.2,0.02,Pass
S9814,2.04,2.63,0.173,103,5.5,15,Early,9,0.22,1.1,8.3,0.35,Pass
S2180,3.02,1.54,0.002,35,6.8,5,Late,14,0.41,2.6,6.6,0.15,At-Risk
S7980,2.44,3.59,0.031,42,13.6,8,On-Time,6,0.29,4.8,4.5,0.99,Fail
S2270,3.53,1.85,-0.119,82,23.6,15,Late,12,0.07,2.7,1.4,0.80,Pass
S9198,3.94,3.69,-0.057,119,21.3,7,Early,17,0.08,3.9,14.5,0.30,Pass
S2824,2.80,2.80,0.184,62,5.0,15,Late,18,0.03,1.4,11.6,0.89,Pass
S7942,2.59,3.79,0.167,16,12.1,11,Early,17,0.39,1.3,1.1,0.15,Fail
S2380,3.19,2.91,0.089,38,9.1,9,On-Time,2,0.81,3.1,7.0,0.39,Pass
S7483,2.60,1.76,0.002,72,18.1,13,On-Time,8,0.14,2.8,3.6,0.12,At-Risk
S8765,2.84,3.94,0.029,33,17.2,6,Late,4,0.44,4.6,12.8,0.20,At-Risk
S7935,2.25,2.58,0.135,52,15.5,3,Late,17,0.97,3.5,10.0,0.06,Fail
S5771,3.94,2.55,0.078,32,11.4,14,Early,6,0.20,3.6,13.6,0.35,Pass
S5558,2.43,1.57,-0.120,71,24.0,11,Late,1,0.12,4.5,13.0,0.84,Pass
S3070,3.41,2.63,0.054,15,16.5,9,Early,7,0.62,4.5,11.2,0.40,Pass
S3297,3.54,3.30,0.129,49,11.6,15,Late,13,0.54,1.4,10.1,0.43,At-Risk
S7394,2.15,3.17,0.107,15,7.3,15,Early,2,0.71,4.5,11.6,0.11,At-Risk
S5583,3.00,3.53,-0.011,54,24.0,10,Early,16,0.21,3.8,6.4,0.21,Pass
S4949,2.72,1.89,-0.189,99,20.5,11,On-Time,15,0.42,1.3,14.7,0.41,Pass
S6379,3.20,1.85,-0.073,25,19.7,3,On-Time,2,0.80,1.6,7.8,0.47,At-Risk
S9091,3.59,1.87,0.166,49,12.4,3,Late,0,0.41,2.3,9.3,0.50,Pass
S6480,2.01,2.43,-0.181,55,9.5,7,On-Time,17,0.52,1.4,1.2,0.26,Pass
S2249,3.85,3.85,0.081,36,20.6,9,Early,4,0.00,4.8,0.3,0.33,Pass
S6052,3.67,2.88,-0.114,67,20.9,11,On-Time,6,0.19,5.4,14.6,0.41,Fail
S6094,2.44,1.71,0.176,37,11.5,14,Early,7,0.44,2.4,10.7,0.23,Pass
S8438,2.35,3.75,0.144,42,8.3,7,Early,9,0.64,5.9,0.7,0.81,At-Risk
S9962,3.83,3.48,-0.126,28,12.4,4,Early,5,0.36,2.7,11.9,0.88,Pass
S8199,2.03,3.62,-0.056,65,7.4,8,On-Time,19,0.32,6.0,9.2,0.99,Pass
S9525,2.29,3.02,0.192,95,8.5,7,Early,3,0.52,1.5,7.8,0.42,Pass
S8413,3.04,2.37,0.018,77,15.0,13,Early,3,0.11,1.9,2.3,0.90,Fail
S2717,2.56,2.36,-0.164,41,5.4,11,Early,13,0.80,2.8,2.7,0.92,Pass
S4220,3.00,2.55,-0.178,81,13.5,11,On-Time,16,0.51,1.0,5.3,0.96,Pass
S5898,3.13,2.08,0.197,78,16.1,3,Late,9,0.44,5.3,3.0,0.05,Fail
S4623,2.27,3.85,0.178,52,20.8,11,On-Time,9,0.91,2.0,4.3,0.37,Pass
S9285,3.87,2.41,0.041,67,13.3,9,On-Time,18,0.49,5.3,7.6,0.96,Pass
S2531,3.97,3.23,0.021,89,24.7,4,Late,8,0.29,5.1,14.0,0.62,Pass
S6616,2.34,2.39,-0.094,52,6.4,11,Early,12,0.58,5.6,1.9,0.51,Pass
S1056,2.39,3.16,0.040,61,23.2,12,Late,3,0.99,4.7,13.6,0.31,At-Risk
S9077,2.47,2.16,0.194,76,23.8,4,Late,19,0.89,5.6,0.9,0.65,Pass
S6063,3.99,2.98,0.024,23,8.3,5,Early,7,0.89,2.3,6.5,0.23,Pass
S7473,3.75,3.43,0.166,33,20.3,10,Early,5,0.39,3.0,5.6,0.09,Fail
S2962,2.88,3.41,-0.097,24,16.4,7,On-Time,0,0.73,1.5,8.6,0.60,Pass
S8647,3.00,3.00,-0.166,65,8.8,3,Late,4,0.31,1.6,8.7,0.27,Pass
S7762,2.77,1.66,0.094,44,22.9,9,Late,19,0.74,3.5,11.0,0.62,At-Risk
S2155,2.56,1.93,-0.045,40,17.9,6,Late,7,0.90,4.7,3.3,0.46,At-Risk
S3359,3.42,2.15,-0.054,65,21.3,15,Early,4,0.48,4.7,6.0,0.34,Pass
S1187,3.00,2.90,0.128,111,14.0,4,Late,13,0.39,1.3,11.3,0.25,Pass
S4091,3.66,2.93,-0.122,63,8.8,10,Early,10,0.98,4.4,1.2,0.61,Pass
S4738,2.38,3.07,0.183,37,8.4,13,Early,19,0.23,1.5,9.7,0.17,Fail
S5529,2.80,2.59,0.029,28,15.2,8,On-Time,14,0.06,4.8,8.9,0.44,Fail
S7031,3.91,2.70,0.077,109,9.4,4,Early,17,0.58,5.3,11.0,0.65,Pass
S8528,2.67,2.98,0.200,113,17.9,5,Early,1,0.95,2.1,7.7,0.52,Pass
S9187,2.24,1.77,-0.111,99,19.9,10,Late,12,0.05,5.6,12.5,0.17,Pass
S9521,2.01,2.36,-0.105,67,21.9,11,Early,0,0.20,3.1,14.0,0.04,At-Risk
S6152,2.09,2.34,-0.088,34,19.0,5,On-Time,13,0.67,4.3,9.1,0.69,Pass
S2067,3.48,1.81,0.069,80,23.7,12,On-Time,17,0.70,3.7,6.3,0.72,Pass
S2860,3.56,3.92,0.046,37,9.7,8,Early,17,0.13,3.1,10.0,0.31,Pass
S7649,3.15,2.22,0.167,56,21.9,3,Early,7,0.11,3.9,4.1,0.09,Fail
S5665,3.78,2.10,0.095,101,10.8,8,Early,15,0.28,1.5,13.9,0.22,Pass
S9717,2.41,1.93,0.073,80,11.2,15,On-Time,14,0.46,2.9,0.1,0.07,Pass
S7004,3.18,2.64,0.156,87,14.1,7,On-Time,18,0.82,1.1,3.5,0.82,Pass
S6992,2.51,2.39,0.150,71,22.3,4,Late,10,0.96,2.2,1.0,0.76,Pass
S8326,2.16,3.86,-0.081,77,6.8,4,Early,0,0.35,5.3,3.0,0.22,Pass
S6003,3.46,2.15,0.184,85,6.8,8,On-Time,10,0.18,3.1,12.3,0.46,Pass
S9258,2.35,2.02,0.054,115,18.5,5,Late,14,0.54,1.1,5.0,0.82,Pass
S6895,3.53,3.73,0.029,18,6.6,13,Late,0,0.36,1.6,12.2,0.00,Fail
S8031,2.29,2.38,0.109,75,13.3,13,Early,2,0.66,1.6,5.8,0.32,Fail
S9466,3.24,3.83,-0.049,78,8.7,14,On-Time,18,0.02,4.3,3.3,0.28,At-Risk
S4150,3.70,3.39,0.104,96,7.3,11,Late,0,0.29,5.4,14.4,0.83,Pass
S3469,3.80,1.51,-0.129,109,24.9,4,Early,17,0.87,5.8,9.2,0.05,Fail
S3316,2.15,3.99,-0.178,77,10.5,3,Late,19,0.31,1.4,5.7,0.30,Pass
S6160,2.08,2.11,-0.092,115,16.6,14,On-Time,12,0.84,1.4,13.6,0.96,Pass
S6599,2.30,1.54,-0.196,59,14.1,6,Early,7,0.14,5.4,12.1,0.24,Fail
S3092,2.07,1.68,-0.176,66,24.1,9,On-Time,18,0.51,2.2,9.5,0.88,Pass
S1859,3.61,2.88,0.044,93,22.7,10,Early,7,0.22,3.1,8.4,0.57,Fail
S8160,2.90,2.16,0.169,51,21.7,6,Late,1,0.68,5.9,6.0,0.42,Pass
S2416,2.60,3.50,-0.018,35,11.4,10,On-Time,18,0.75,3.8,11.7,0.85,Pass
S8904,3.25,2.09,-0.081,26,17.3,9,Late,9,0.26,3.7,9.4,0.74,Pass
S6977,3.48,2.35,0.195,108,8.2,4,Early,4,0.65,5.5,3.5,0.68,Pass
S4051,2.33,2.96,-0.172,23,16.9,10,Early,14,0.32,3.9,8.2,0.61,At-Risk
S6802,3.46,2.28,0.196,109,20.8,15,On-Time,17,0.85,2.0,7.2,0.35,Pass
S7313,3.39,3.75,-0.135,59,14.4,3,On-Time,12,0.53,1.4,6.3,0.66,Pass
S4129,2.43,3.55,-0.077,29,9.4,15,Early,5,0.70,4.8,2.7,0.81,At-Risk
S8436,3.63,3.51,-0.038,76,6.4,12,Late,15,0.72,3.5,0.5,0.99,Pass
S5847,3.17,3.09,0.137,51,23.1,12,Early,18,0.76,2.9,10.8,0.81,Fail
S8494,2.71,2.11,0.055,118,11.7,6,On-Time,19,0.72,2.1,6.3,0.91,At-Risk
S1414,2.08,1.72,0.111,57,22.8,3,Early,10,0.77,2.3,1.6,0.32,At-Risk
S3435,3.72,1.61,-0.171,111,16.2,6,On-Time,10,0.53,2.1,12.9,0.04,Pass
S6034,2.40,2.15,-0.173,108,7.9,14,On-Time,14,0.87,3.1,0.2,0.21,Fail
S5884,2.60,3.26,0.162,93,22.3,12,Early,18,0.64,5.8,1.7,0.55,Pass
S7072,3.93,2.47,-0.130,104,8.9,12,Late,14,0.10,1.8,2.9,0.17,Pass
S6182,2.17,2.60,-0.133,45,23.9,4,Late,17,0.65,4.1,13.1,0.76,Pass
S2734,3.24,2.88,-0.181,106,24.2,12,On-Time,10,0.14,5.6,1.0,0.89,Pass
S7689,2.57,2.71,0.140,72,5.7,3,On-Time,6,0.09,3.3,8.3,0.89,At-Risk
S6983,2.39,2.99,-0.056,53,22.4,9,Early,18,0.27,2.3,8.6,0.47,Pass
S1327,2.22,3.09,-0.103,73,8.4,14,On-Time,19,0.63,3.6,3.4,0.15,Pass
S2713,2.17,2.20,0.197,30,9.7,15,On-Time,10,0.62,2.2,4.6,0.10,Fail
S5378,3.32,1.64,0.025,80,17.9,5,On-Time,17,0.31,3.5,13.3,0.00,Pass
S5169,3.78,3.33,0.108,33,21.9,14,On-Time,18,0.67,5.3,12.5,0.98,Pass
S8534,3.76,2.26,0.120,89,20.4,8,On-Time,10,0.25,1.2,13.7,0.74,At-Risk
S1622,3.10,1.74,-0.024,81,21.5,11,On-Time,9,0.94,6.0,5.1,0.48,Pass
S5188,3.68,3.14,0.135,25,21.7,6,Late,14,0.47,1.1,12.4,0.24,At-Risk
S1290,3.33,2.65,0.167,37,20.1,9,Early,16,0.03,2.5,7.4,0.59,Pass
S5986,2.34,3.06,0.119,53,12.0,9,Late,6,1.00,2.4,3.8,0.06,Pass
S6507,2.32,1.60,0.103,89,5.5,6,Late,2,0.80,4.0,7.6,0.57,Fail
S5620,3.66,3.45,0.067,66,16.1,15,On-Time,15,0.23,3.8,2.6,0.71,Fail
S4149,2.17,2.96,0.160,90,13.9,8,On-Time,7,0.90,3.0,8.2,0.85,Pass
S6879,2.15,3.47,-0.143,46,7.1,3,On-Time,19,0.56,4.4,6.0,0.19,Pass
