student_id,cumulative_gpa,gpa_trend,failed_courses_count,credits_per_semester_avg,attendance_percentage,stream_choice_satisfaction,lms_engagement_score,assignment_lateness_rate,library_resource_usage,co_curricular_involvement,help_seeking_behavior,scholarship_status,is_first_generation_learner,location_type,dropout_status
S73657,1.55,-0.197,3,11.1,0.43,2,4.8,0.76,2,1,FALSE,FALSE,FALSE,Rural,1
S68366,3.46,0.022,0,17.8,0.98,5,17.2,0.04,58,3,TRUE,TRUE,TRUE,Urban,0
S77915,2.63,0.125,1,12.1,0.92,3,14.9,0.09,6,0,TRUE,TRUE,FALSE,Urban,0
S34092,3.85,0.123,0,15.3,0.99,4,22.1,0.03,32,3,TRUE,TRUE,TRUE,Rural,0
S87158,3.39,-0.047,1,13.1,0.73,4,18.4,0.11,9,0,FALSE,TRUE,FALSE,Urban,1
S77622,2.59,-0.191,1,12.5,0.81,3,12.0,0.15,32,2,FALSE,FALSE,TRUE,Urban,0
S98863,3.77,0.162,0,15.7,0.90,5,18.5,0.04,21,2,TRUE,FALSE,TRUE,Rural,0
S31522,3.26,0.146,0,15.6,0.92,4,24.7,0.01,51,3,TRUE,TRUE,TRUE,Urban,0
S42437,3.98,0.102,0,17.4,0.92,4,24.2,0.05,59,2,TRUE,TRUE,TRUE,Rural,0
S65188,3.83,0.170,0,15.0,0.93,5,22.8,0.02,37,2,TRUE,TRUE,TRUE,Urban,0
S43444,3.48,0.230,0,17.0,1.00,5,17.2,0.07,22,1,TRUE,FALSE,TRUE,Urban,0
S94222,2.23,-0.199,0,12.1,0.71,3,15.9,0.22,19,1,TRUE,TRUE,TRUE,Urban,0
S75162,3.42,0.028,0,15.5,0.96,5,22.7,0.06,36,2,TRUE,TRUE,FALSE,Urban,0
S50693,3.91,0.219,0,15.6,0.95,4,16.7,0.08,56,2,TRUE,FALSE,FALSE,Urban,0
S37576,3.90,0.299,0,15.3,0.96,4,21.2,0.05,58,3,TRUE,TRUE,TRUE,Rural,0
S67233,1.07,-0.168,4,11.6,0.66,1,1.7,0.88,4,0,FALSE,FALSE,TRUE,Rural,1
S55339,2.22,-0.106,2,14.7,0.84,3,13.8,0.38,5,4,FALSE,FALSE,TRUE,Rural,0
S43188,1.35,-0.408,4,9.1,0.48,1,5.4,0.46,7,1,FALSE,TRUE,TRUE,Rural,1
S78924,3.22,0.080,0,15.5,0.95,4,15.6,0.06,21,3,TRUE,TRUE,TRUE,Urban,0
S65985,3.33,0.036,0,17.1,0.90,4,22.7,0.03,56,1,TRUE,TRUE,TRUE,Urban,0
S40054,3.84,0.081,0,17.8,0.96,5,24.9,0.05,49,3,TRUE,TRUE,FALSE,Rural,0
S65902,2.93,-0.128,0,13.1,0.76,3,8.0,0.37,14,3,TRUE,FALSE,FALSE,Rural,0
S47880,3.64,0.154,0,18.0,0.92,5,23.2,0.04,59,1,TRUE,TRUE,FALSE,Rural,0
S33724,2.42,-0.184,1,17.5,0.85,2,5.9,0.43,7,4,FALSE,TRUE,TRUE,Rural,0
S57621,2.23,0.015,0,12.4,0.84,3,7.0,0.11,32,0,TRUE,FALSE,FALSE,Urban,1
S25280,3.27,0.171,0,17.5,0.95,5,16.2,0.04,50,1,TRUE,FALSE,TRUE,Rural,0
S38392,3.03,0.012,0,15.0,0.83,2,10.1,0.42,24,3,FALSE,TRUE,FALSE,Rural,0
S44665,2.68,0.021,2,12.0,0.85,2,17.6,0.13,9,0,FALSE,TRUE,TRUE,Urban,0
S40962,3.93,0.025,0,16.2,0.96,4,18.7,0.05,51,3,TRUE,TRUE,FALSE,Urban,0
S78135,3.27,0.045,0,17.2,0.99,4,16.1,0.03,31,1,TRUE,FALSE,TRUE,Urban,0
S10691,3.29,0.144,1,17.2,0.92,3,15.6,0.09,26,3,TRUE,TRUE,FALSE,Urban,0
S30748,3.58,0.272,0,17.4,0.94,5,16.3,0.10,41,2,TRUE,FALSE,TRUE,Rural,0
S51649,1.83,-0.158,4,10.1,0.61,3,5.7,0.69,3,1,FALSE,TRUE,TRUE,Urban,0
S86799,3.73,0.170,0,15.2,0.94,5,18.5,0.03,26,1,TRUE,TRUE,FALSE,Urban,0
S26392,1.29,-0.314,2,11.4,0.63,3,5.6,0.52,0,1,FALSE,TRUE,TRUE,Urban,1
S52335,2.36,0.022,2,15.9,0.87,4,12.8,0.19,28,1,FALSE,FALSE,FALSE,Rural,0
S88935,3.70,0.188,0,17.5,0.98,5,23.2,0.02,33,2,TRUE,TRUE,FALSE,Rural,0
S17359,3.37,0.027,1,15.6,0.89,3,9.9,0.20,11,4,TRUE,FALSE,TRUE,Urban,0
S44108,3.63,0.289,0,17.0,0.94,5,23.3,0.03,33,1,TRUE,FALSE,TRUE,Rural,0
S10744,3.02,0.109,1,15.0,0.72,2,13.9,0.41,28,3,FALSE,TRUE,FALSE,Rural,0
S50281,3.25,0.146,1,14.0,0.82,3,10.2,0.24,21,1,FALSE,FALSE,TRUE,Rural,0
S68867,3.32,0.239,0,15.4,0.91,4,17.4,0.01,41,1,TRUE,FALSE,FALSE,Rural,0
S38929,1.34,-0.365,3,11.0,0.60,1,3.9,0.93,8,1,FALSE,FALSE,TRUE,Urban,1
S87871,2.75,-0.041,1,14.2,0.86,4,12.4,0.40,30,2,FALSE,FALSE,FALSE,Rural,0
S95953,2.87,-0.124,1,12.5,0.95,3,20.0,0.34,7,2,FALSE,FALSE,FALSE,Urban,0
S80848,2.65,-0.111,1,12.0,0.84,3,9.5,0.29,13,4,FALSE,FALSE,TRUE,Rural,0
S54515,3.84,0.296,0,15.2,0.92,4,21.0,0.00,27,3,TRUE,FALSE,TRUE,Urban,0
S44000,3.68,0.038,0,16.2,0.97,4,21.2,0.02,57,2,TRUE,TRUE,FALSE,Urban,0
S58796,1.14,-0.333,2,9.6,0.61,1,5.5,0.56,0,1,FALSE,FALSE,FALSE,Urban,1
S57573,2.52,0.062,1,15.0,0.94,2,13.7,0.36,31,0,FALSE,FALSE,TRUE,Urban,0
S22720,2.22,0.018,2,15.9,0.79,2,5.9,0.06,31,0,FALSE,FALSE,FALSE,Urban,1
S71896,2.95,-0.131,2,14.6,0.88,2,5.3,0.18,12,0,TRUE,TRUE,TRUE,Urban,0
S63079,3.88,0.046,0,17.0,0.98,5,22.0,0.01,47,3,TRUE,TRUE,TRUE,Rural,0
S82573,3.26,-0.038,2,13.4,0.91,2,6.5,0.10,32,4,FALSE,FALSE,TRUE,Rural,0
S10654,2.55,-0.078,0,17.5,0.90,3,13.9,0.40,30,3,TRUE,FALSE,FALSE,Urban,0
S75721,3.39,-0.190,0,12.5,0.84,4,9.3,0.24,9,3,FALSE,FALSE,FALSE,Urban,0
S71796,2.81,-0.194,1,12.9,0.76,4,8.6,0.09,11,1,TRUE,TRUE,TRUE,Urban,0
S37588,2.51,0.152,2,13.8,0.91,4,16.8,0.09,6,2,FALSE,TRUE,FALSE,Rural,0
S88206,2.45,-0.084,0,17.2,0.87,3,5.2,0.42,5,1,FALSE,TRUE,FALSE,Urban,0
S81452,3.90,0.131,0,15.1,0.93,4,23.4,0.04,59,3,TRUE,FALSE,TRUE,Urban,0
S86997,1.47,-0.435,4,14.5,0.75,3,7.6,0.83,9,0,FALSE,FALSE,TRUE,Rural,1
S49440,2.83,-0.158,0,16.0,0.75,2,13.5,0.05,23,4,FALSE,TRUE,TRUE,Rural,0
S53024,1.78,-0.438,1,9.6,0.74,3,2.8,0.66,8,1,FALSE,TRUE,TRUE,Rural,1
S53998,3.28,0.123,0,16.5,0.98,4,15.2,0.06,50,2,TRUE,FALSE,TRUE,Rural,0
S65697,3.55,0.013,0,17.9,0.92,5,24.4,0.01,40,3,TRUE,TRUE,FALSE,Urban,0
S23798,2.15,-0.494,4,14.3,0.42,1,3.8,0.55,6,0,FALSE,FALSE,FALSE,Rural,1
S49715,2.33,-0.006,1,18.0,0.79,2,10.1,0.37,21,0,FALSE,FALSE,FALSE,Rural,0
S98963,2.93,-0.188,1,13.4,0.81,2,18.7,0.39,15,1,TRUE,FALSE,FALSE,Rural,0
S29380,3.61,0.070,0,15.5,0.93,5,16.1,0.09,23,1,TRUE,TRUE,FALSE,Rural,0
S94980,2.25,-0.043,2,15.5,0.94,3,19.7,0.13,15,2,FALSE,TRUE,TRUE,Urban,0
S46967,3.57,0.019,0,17.0,0.96,5,19.3,0.03,21,1,TRUE,FALSE,FALSE,Urban,0
S88816,2.03,-0.143,1,11.3,0.68,2,1.4,0.74,5,0,FALSE,TRUE,TRUE,Urban,1
S74043,1.27,-0.418,4,11.0,0.48,1,3.2,0.53,6,1,FALSE,FALSE,FALSE,Rural,0
S26075,1.00,-0.370,1,12.9,0.76,1,7.7,0.66,3,1,FALSE,FALSE,TRUE,Urban,1
S97138,2.35,-0.011,0,14.0,0.89,3,16.1,0.26,25,2,TRUE,FALSE,FALSE,Urban,0
S79399,3.30,0.141,0,17.0,0.90,4,23.9,0.01,59,3,TRUE,TRUE,FALSE,Rural,0
S94582,3.62,0.109,0,18.0,0.99,4,17.1,0.08,52,3,TRUE,FALSE,FALSE,Urban,0
S68960,2.18,-0.464,4,12.5,0.42,2,3.9,0.42,6,0,FALSE,FALSE,TRUE,Rural,1
S46503,2.33,0.026,2,14.0,0.84,4,15.9,0.24,26,3,FALSE,TRUE,TRUE,Urban,0
S45574,3.51,0.136,0,17.5,0.99,4,16.2,0.08,28,3,TRUE,FALSE,TRUE,Urban,0
S88888,1.21,-0.202,4,13.2,0.58,3,4.2,0.50,4,1,FALSE,FALSE,FALSE,Rural,0
S73312,3.34,0.097,0,16.2,0.91,5,19.9,0.09,44,1,TRUE,FALSE,TRUE,Urban,0
S43114,3.43,0.010,0,17.9,0.95,5,18.7,0.01,55,3,TRUE,TRUE,TRUE,Urban,0
S76062,1.62,-0.196,2,11.9,0.68,1,2.0,0.65,2,1,FALSE,TRUE,TRUE,Urban,1
S37567,3.41,0.042,0,16.4,1.00,5,22.6,0.08,38,3,TRUE,TRUE,FALSE,Rural,0
S11279,3.60,0.204,0,17.7,0.99,4,20.6,0.06,53,1,TRUE,FALSE,TRUE,Rural,0
S38373,3.88,0.070,0,15.9,0.99,4,20.0,0.01,47,1,TRUE,FALSE,FALSE,Rural,0
S75818,2.23,0.142,2,17.4,0.84,3,11.0,0.42,18,4,FALSE,TRUE,TRUE,Urban,1
S50361,3.66,0.237,0,15.9,0.94,5,20.9,0.02,58,1,TRUE,FALSE,FALSE,Urban,0
S55707,3.34,0.150,0,17.9,0.99,5,17.8,0.03,35,3,TRUE,FALSE,FALSE,Urban,0
S60463,3.01,0.159,1,13.6,0.90,2,15.8,0.36,24,2,TRUE,FALSE,FALSE,Rural,0
S69289,1.53,-0.363,1,9.5,0.46,2,6.6,0.98,2,0,FALSE,FALSE,FALSE,Rural,1
S97049,2.59,-0.086,1,12.4,0.82,4,13.3,0.37,26,4,FALSE,TRUE,FALSE,Urban,0
S96808,2.22,-0.052,0,15.3,0.91,3,19.6,0.24,30,1,TRUE,TRUE,FALSE,Rural,0
S54990,3.83,0.107,0,15.2,0.97,5,20.5,0.03,38,3,TRUE,TRUE,TRUE,Urban,0
S11394,3.58,0.290,0,15.2,0.94,4,17.1,0.00,53,2,TRUE,FALSE,TRUE,Urban,0
S87412,2.51,-0.182,1,17.3,0.90,4,14.7,0.36,32,2,FALSE,FALSE,TRUE,Rural,0
S24946,3.88,0.113,0,18.0,0.98,5,19.6,0.09,58,1,TRUE,TRUE,TRUE,Rural,0
S21645,2.24,0.009,2,17.7,0.76,2,8.0,0.12,15,4,FALSE,FALSE,TRUE,Rural,0
S29044,3.28,0.254,0,15.2,0.99,4,16.5,0.08,26,2,TRUE,TRUE,FALSE,Rural,0
S74575,2.40,-0.100,2,15.9,0.94,2,14.7,0.38,20,3,FALSE,TRUE,TRUE,Urban,0
S23175,1.07,-0.415,3,14.9,0.54,1,5.7,0.94,3,0,FALSE,TRUE,TRUE,Urban,0
S85571,3.84,0.164,0,17.6,0.99,5,22.8,0.06,45,3,TRUE,FALSE,FALSE,Urban,0
S68637,3.30,0.032,0,17.6,0.97,4,20.1,0.03,58,2,TRUE,FALSE,FALSE,Urban,0
S37983,3.62,0.204,0,15.8,0.91,5,21.2,0.01,24,3,TRUE,TRUE,FALSE,Urban,0
S38142,2.86,-0.044,0,13.2,0.82,2,19.1,0.31,5,0,TRUE,TRUE,TRUE,Urban,0
S45158,3.27,0.029,0,17.5,0.88,4,9.0,0.35,6,4,FALSE,FALSE,FALSE,Urban,0
S65920,1.45,-0.183,4,14.6,0.61,1,7.4,0.42,4,0,FALSE,TRUE,FALSE,Rural,1
S66395,2.69,0.011,0,16.6,0.75,3,12.4,0.11,24,4,TRUE,FALSE,FALSE,Rural,0
S79940,3.27,0.169,0,16.8,0.99,5,21.3,0.08,29,1,TRUE,TRUE,TRUE,Urban,0
S21024,3.30,0.129,1,12.9,0.72,4,19.1,0.37,27,0,TRUE,FALSE,TRUE,Urban,1
S60297,3.32,0.221,0,16.1,0.90,4,16.2,0.07,54,2,TRUE,FALSE,FALSE,Urban,0
S91358,3.89,0.053,0,16.8,0.95,5,20.5,0.03,30,1,TRUE,TRUE,TRUE,Rural,0
S10183,3.83,0.187,0,17.9,0.91,4,19.0,0.03,21,1,TRUE,FALSE,FALSE,Rural,0
S56170,3.29,0.281,0,16.6,0.98,4,23.1,0.05,36,1,TRUE,TRUE,FALSE,Rural,0
S31597,3.34,0.267,0,16.8,0.96,4,16.1,0.07,26,3,TRUE,FALSE,FALSE,Rural,0
S52868,3.28,-0.081,0,13.6,0.86,4,16.0,0.22,27,1,TRUE,TRUE,FALSE,Urban,0
S52243,3.29,-0.084,0,14.7,0.77,3,18.1,0.41,12,4,TRUE,FALSE,TRUE,Rural,1
S54170,3.74,0.196,0,16.7,0.90,4,23.7,0.10,52,3,TRUE,TRUE,TRUE,Urban,0
S20114,2.65,0.092,0,15.3,0.88,4,7.3,0.08,6,3,FALSE,FALSE,FALSE,Rural,1
S86691,2.86,0.193,0,17.5,0.70,4,10.1,0.21,34,4,FALSE,TRUE,FALSE,Urban,0
S20981,2.91,-0.014,1,15.0,0.79,4,14.9,0.43,28,1,TRUE,TRUE,TRUE,Rural,0
S75483,2.05,-0.202,4,10.6,0.79,2,1.3,0.45,6,0,FALSE,TRUE,TRUE,Urban,1
S41825,2.95,0.050,2,14.2,0.79,2,11.1,0.19,32,2,TRUE,FALSE,FALSE,Rural,1
S13620,2.28,-0.007,2,17.6,0.72,4,10.8,0.29,32,3,FALSE,FALSE,TRUE,Urban,1
S39905,3.34,0.003,2,14.9,0.82,2,11.6,0.23,7,0,TRUE,FALSE,FALSE,Urban,1
S78278,1.44,-0.354,2,9.8,0.61,2,2.3,0.89,2,0,FALSE,FALSE,FALSE,Urban,1
S68343,2.25,-0.088,2,15.2,0.83,3,16.8,0.39,20,0,FALSE,TRUE,FALSE,Urban,0
S62330,2.72,0.190,2,13.5,0.84,3,9.3,0.31,17,4,TRUE,TRUE,TRUE,Rural,0
S97791,3.69,0.008,0,17.2,1.00,5,20.0,0.05,31,3,TRUE,TRUE,FALSE,Rural,0
S93765,3.69,0.089,0,16.4,1.00,4,23.3,0.09,23,1,TRUE,TRUE,TRUE,Rural,0
S96561,3.88,0.157,0,16.3,0.90,5,18.4,0.07,31,3,TRUE,FALSE,TRUE,Rural,0
S80153,2.69,0.061,2,15.8,0.89,2,10.9,0.14,24,4,TRUE,FALSE,FALSE,Rural,1
S51596,3.40,0.275,0,16.5,0.99,5,18.2,0.09,29,1,TRUE,FALSE,TRUE,Rural,0
S41943,2.51,-0.117,1,13.4,0.86,2,5.3,0.15,31,4,TRUE,TRUE,FALSE,Rural,0
S87097,2.94,0.091,1,16.5,0.90,4,8.2,0.08,8,1,TRUE,TRUE,FALSE,Rural,0
S92060,2.23,-0.121,2,14.7,0.75,3,11.4,0.38,28,4,FALSE,FALSE,FALSE,Urban,0
S15258,2.32,-0.150,1,12.1,0.91,2,6.7,0.19,33,4,TRUE,FALSE,FALSE,Urban,0
S88786,2.35,0.034,2,17.3,0.75,2,19.9,0.19,26,1,TRUE,TRUE,TRUE,Rural,0
S60289,3.50,0.037,0,17.2,1.00,4,24.1,0.05,44,3,TRUE,TRUE,TRUE,Rural,0
S20230,3.44,0.127,0,17.8,0.99,5,21.2,0.01,42,3,TRUE,FALSE,TRUE,Rural,0
S62375,4.00,0.268,0,15.6,1.00,5,18.8,0.04,39,2,TRUE,FALSE,FALSE,Rural,0
S13355,3.24,0.109,0,15.9,0.91,5,21.4,0.08,53,2,TRUE,TRUE,FALSE,Urban,0
S60287,2.90,-0.061,2,12.1,0.71,4,19.1,0.14,17,4,TRUE,FALSE,TRUE,Rural,0
S61809,2.48,0.096,1,14.7,0.74,3,15.2,0.23,23,0,TRUE,TRUE,FALSE,Urban,0
S74106,1.34,-0.141,1,9.0,0.60,1,1.5,0.98,3,1,FALSE,TRUE,TRUE,Rural,0
S15002,3.16,0.090,1,12.4,0.79,3,7.5,0.22,29,4,FALSE,FALSE,TRUE,Rural,1
S75085,2.95,0.071,1,17.5,0.94,2,14.2,0.30,13,1,FALSE,TRUE,FALSE,Rural,0
S57528,3.39,-0.031,0,17.0,0.76,3,6.5,0.44,25,3,TRUE,FALSE,FALSE,Rural,0
S85457,2.96,-0.116,0,15.9,0.71,4,9.3,0.19,31,2,FALSE,TRUE,TRUE,Urban,0
S90729,1.88,-0.190,4,13.8,0.63,3,5.0,0.44,1,1,FALSE,FALSE,TRUE,Urban,1
S36027,3.54,0.022,0,17.7,0.94,4,16.9,0.01,40,2,TRUE,FALSE,TRUE,Rural,0
S47169,2.25,-0.142,0,12.9,0.84,4,16.8,0.30,21,3,TRUE,TRUE,FALSE,Urban,0
S77091,1.05,-0.260,2,10.2,0.73,1,3.1,0.49,2,0,FALSE,FALSE,FALSE,Urban,1
S18225,3.85,0.250,0,17.7,0.94,4,17.5,0.00,29,1,TRUE,FALSE,TRUE,Urban,0
S50570,3.31,0.017,0,16.7,0.98,5,23.3,0.05,30,1,TRUE,TRUE,FALSE,Rural,0
S28390,1.06,-0.419,2,14.2,0.63,2,7.1,0.79,5,0,FALSE,TRUE,TRUE,Urban,1
S97041,2.42,0.012,0,17.9,0.82,4,12.1,0.08,23,2,TRUE,FALSE,TRUE,Urban,0
S92188,2.95,-0.188,0,12.5,0.93,2,15.3,0.43,6,4,TRUE,FALSE,TRUE,Rural,0
S93815,2.85,-0.082,1,12.8,0.78,2,8.7,0.15,28,2,FALSE,FALSE,FALSE,Rural,0
S70310,3.75,0.292,0,16.6,0.93,5,19.2,0.04,25,2,TRUE,TRUE,TRUE,Rural,0
S23125,3.35,0.175,0,17.4,0.92,4,16.6,0.06,44,1,TRUE,TRUE,FALSE,Rural,0
S50793,3.84,0.290,0,15.8,0.97,4,24.2,0.02,38,1,TRUE,TRUE,TRUE,Rural,0
S38930,3.43,0.033,0,16.2,0.95,5,22.2,0.02,31,3,TRUE,FALSE,TRUE,Rural,0
S97848,2.75,-0.163,1,15.8,0.81,3,13.2,0.27,28,2,TRUE,TRUE,TRUE,Rural,0
S47254,2.89,0.163,0,15.6,0.93,3,10.4,0.22,17,1,FALSE,TRUE,TRUE,Urban,0
S51815,3.81,0.004,0,17.3,0.92,5,20.9,0.09,44,1,TRUE,TRUE,TRUE,Urban,0
S44755,3.26,0.218,0,15.2,0.98,4,21.5,0.04,56,1,TRUE,TRUE,TRUE,Rural,0
S56061,3.16,-0.167,2,15.4,0.75,3,5.8,0.13,25,1,TRUE,TRUE,TRUE,Urban,0
S18592,2.93,0.183,1,16.7,0.72,2,16.9,0.19,28,0,TRUE,FALSE,TRUE,Urban,0
S32405,3.27,-0.176,2,17.7,0.85,4,13.9,0.42,7,1,FALSE,FALSE,TRUE,Rural,1
S87038,2.65,-0.159,2,13.6,0.83,4,10.4,0.13,23,0,TRUE,FALSE,FALSE,Urban,0
S63890,2.61,-0.069,2,17.5,0.90,2,16.2,0.22,12,4,FALSE,TRUE,FALSE,Rural,0
S14635,3.84,0.138,0,17.9,0.94,4,16.6,0.04,38,2,TRUE,TRUE,TRUE,Rural,0
S29233,3.21,-0.154,1,15.3,0.93,4,19.4,0.12,19,0,FALSE,FALSE,TRUE,Urban,1
S56752,3.00,-0.158,0,13.9,0.82,3,16.3,0.30,9,4,FALSE,TRUE,TRUE,Rural,1
S16267,2.71,0.011,2,12.7,0.73,2,7.6,0.20,15,2,FALSE,TRUE,TRUE,Urban,0
S62721,1.58,-0.212,3,12.2,0.71,3,1.2,0.74,3,1,FALSE,TRUE,TRUE,Urban,1
S95998,3.90,0.006,0,15.9,1.00,4,16.7,0.09,20,2,TRUE,FALSE,FALSE,Urban,0
S46462,4.00,0.044,0,17.6,0.93,5,15.7,0.10,40,2,TRUE,TRUE,FALSE,Rural,0
S49867,2.66,-0.069,1,12.1,0.92,3,18.7,0.38,27,0,FALSE,FALSE,TRUE,Rural,0
S86872,2.52,0.111,2,15.4,0.77,3,10.6,0.13,22,1,TRUE,FALSE,TRUE,Urban,0
S94064,2.57,0.008,2,13.4,0.81,2,5.2,0.33,11,3,FALSE,FALSE,FALSE,Urban,0
S41106,3.30,0.249,0,17.3,0.92,5,16.8,0.06,38,1,TRUE,TRUE,TRUE,Urban,0
S16443,2.83,-0.089,1,17.9,0.87,3,10.1,0.42,21,4,TRUE,FALSE,TRUE,Urban,1
S20030,3.79,0.107,0,17.9,0.99,4,23.5,0.07,27,1,TRUE,TRUE,FALSE,Urban,0
S89014,1.40,-0.199,3,11.8,0.66,3,3.4,0.88,2,0,FALSE,FALSE,TRUE,Urban,1
S91148,3.35,0.122,0,17.9,0.93,4,24.2,0.08,54,2,TRUE,TRUE,TRUE,Rural,0
S30095,3.64,0.064,0,15.7,0.93,4,22.1,0.01,57,3,TRUE,FALSE,FALSE,Rural,0
S40976,1.49,-0.173,1,14.2,0.54,3,0.7,0.90,9,1,FALSE,TRUE,FALSE,Rural,0
S15912,2.76,0.188,2,12.9,0.85,4,9.9,0.06,22,0,FALSE,TRUE,TRUE,Urban,1
S83424,3.26,0.010,0,16.9,0.93,4,16.1,0.09,31,1,TRUE,FALSE,TRUE,Urban,0
S98230,3.22,0.070,0,17.3,0.91,4,16.4,0.08,52,1,TRUE,TRUE,TRUE,Rural,0
S78958,1.92,-0.477,4,13.6,0.79,1,5.0,0.94,6,0,FALSE,FALSE,TRUE,Rural,1
S95651,3.06,0.089,1,16.1,0.90,4,12.2,0.33,10,3,TRUE,TRUE,FALSE,Urban,0
S83418,2.77,-0.173,1,15.9,0.76,2,17.9,0.20,5,0,TRUE,FALSE,FALSE,Rural,0
S16303,3.53,0.024,0,15.5,0.90,5,15.2,0.05,28,2,TRUE,TRUE,TRUE,Rural,0
S96235,3.26,0.154,0,16.6,0.94,4,21.9,0.09,59,3,TRUE,FALSE,TRUE,Urban,0
S28399,2.98,-0.126,0,12.3,0.87,4,6.3,0.36,8,4,TRUE,TRUE,FALSE,Urban,1
S98017,1.43,-0.423,1,10.7,0.65,1,0.7,0.96,0,1,FALSE,TRUE,TRUE,Urban,0
S11715,2.73,-0.074,2,12.9,0.92,4,15.5,0.12,8,1,FALSE,FALSE,TRUE,Rural,0
S69654,3.20,0.032,0,15.2,0.70,4,17.7,0.41,25,0,FALSE,TRUE,TRUE,Urban,0
S40642,2.28,0.115,2,12.7,0.79,2,12.1,0.18,28,4,FALSE,FALSE,FALSE,Rural,1
S70642,2.55,-0.042,1,16.8,0.70,2,9.9,0.11,30,0,TRUE,FALSE,TRUE,Rural,0
S53198,3.94,0.161,0,15.9,0.98,5,23.5,0.05,24,2,TRUE,TRUE,FALSE,Urban,0
S38231,3.61,0.105,0,16.4,0.94,4,23.1,0.08,34,2,TRUE,FALSE,TRUE,Rural,0
S67852,2.36,0.026,0,12.8,0.79,2,5.6,0.15,24,2,FALSE,FALSE,TRUE,Rural,0
S86768,2.75,-0.147,0,12.4,0.73,3,15.1,0.26,17,4,FALSE,FALSE,TRUE,Rural,0
S17017,3.72,0.197,0,16.2,1.00,4,24.1,0.00,25,3,TRUE,TRUE,TRUE,Urban,0
S87162,2.93,0.101,1,12.7,0.81,4,15.5,0.05,6,0,FALSE,FALSE,TRUE,Urban,1
S40567,3.25,0.036,0,17.9,0.94,4,15.2,0.03,47,1,TRUE,FALSE,TRUE,Rural,0
S23039,2.49,-0.127,2,17.0,0.86,4,10.0,0.40,11,1,TRUE,TRUE,FALSE,Urban,0
S62664,2.34,-0.127,1,17.6,0.86,2,10.1,0.32,15,2,TRUE,FALSE,FALSE,Urban,0
S41766,3.52,0.292,0,17.4,0.97,4,22.2,0.07,53,1,TRUE,TRUE,FALSE,Urban,0
S53724,2.44,-0.050,0,16.0,0.82,2,5.8,0.28,22,4,FALSE,FALSE,FALSE,Rural,0
S16506,3.92,0.022,0,15.1,0.95,4,18.6,0.07,54,2,TRUE,TRUE,FALSE,Rural,0
S50676,3.66,0.142,0,17.7,0.94,5,20.4,0.08,49,1,TRUE,TRUE,FALSE,Urban,0
S26182,3.04,-0.181,2,14.0,0.85,3,20.0,0.30,18,0,TRUE,TRUE,TRUE,Rural,1
S30469,1.77,-0.341,4,11.9,0.76,3,7.9,0.60,4,1,FALSE,TRUE,FALSE,Urban,1
S64013,2.82,0.136,1,13.5,0.80,4,6.8,0.44,17,2,FALSE,TRUE,FALSE,Urban,0
S25274,1.57,-0.248,4,9.6,0.78,3,1.5,0.70,1,0,FALSE,TRUE,TRUE,Rural,0
S44712,3.39,0.024,1,14.0,0.92,4,19.9,0.29,12,2,TRUE,TRUE,FALSE,Rural,0
S40898,3.46,0.276,0,17.1,0.90,5,21.7,0.09,35,1,TRUE,TRUE,TRUE,Rural,0
S56696,3.86,0.213,0,16.0,0.95,4,23.6,0.08,50,3,TRUE,TRUE,TRUE,Urban,0
S99221,2.85,0.013,2,15.2,0.78,3,10.9,0.11,29,0,FALSE,TRUE,FALSE,Urban,0
S22857,3.28,0.294,0,16.5,0.91,5,16.3,0.09,50,2,TRUE,TRUE,TRUE,Urban,0
S59692,1.35,-0.489,4,10.7,0.63,3,7.4,0.88,3,1,FALSE,FALSE,TRUE,Rural,1
S21680,3.87,0.167,0,17.4,0.90,5,17.9,0.09,30,1,TRUE,FALSE,FALSE,Rural,0
S96307,2.60,0.200,0,14.1,0.70,4,5.0,0.35,19,2,FALSE,FALSE,TRUE,Rural,0
S44863,2.64,-0.055,0,17.5,0.72,3,8.8,0.43,8,1,FALSE,FALSE,FALSE,Urban,0
S72649,3.48,0.118,0,15.6,0.92,4,15.1,0.08,37,1,TRUE,FALSE,TRUE,Rural,0
S82485,2.74,0.074,2,12.8,0.88,3,16.2,0.22,24,1,FALSE,TRUE,TRUE,Urban,0
S91202,2.56,-0.133,0,16.1,0.70,2,7.9,0.28,33,3,TRUE,TRUE,FALSE,Urban,1
S76163,3.60,0.033,0,16.5,0.99,4,17.2,0.08,43,1,TRUE,FALSE,FALSE,Rural,0
S23272,3.71,0.137,0,16.7,0.93,5,17.1,0.09,47,3,TRUE,FALSE,FALSE,Rural,0
S55335,3.68,0.108,0,17.6,0.92,4,15.9,0.05,22,2,TRUE,TRUE,TRUE,Rural,0
S51963,3.22,0.021,0,15.7,0.95,4,23.4,0.05,20,3,TRUE,TRUE,TRUE,Rural,0
S73386,1.68,-0.286,4,9.5,0.42,2,6.4,0.79,9,1,FALSE,FALSE,FALSE,Urban,1
S78169,3.27,0.272,0,17.9,0.95,4,24.9,0.09,23,1,TRUE,TRUE,FALSE,Rural,0
S34028,3.30,-0.102,2,16.9,0.81,2,17.1,0.33,32,4,FALSE,TRUE,TRUE,Urban,0
S41463,3.20,0.124,0,17.3,0.99,4,16.2,0.01,21,3,TRUE,TRUE,TRUE,Rural,0
